	MOVIES	YEAR	GENRE	RATING	STARS	VOTES	RunTime
163	Star Trek	(1966–1969)	Action, Adventure, Sci-Fi	8.3	Stars: William Shatner,  Leonard Nimoy,  DeForest Kelley,  Nichelle Nichols	76213.0	50.0
164	Archer	(2009– )	Animation, Action, Comedy	8.6	Stars: H. Jon Benjamin,  Judy Greer,  Amber Nash,  Chris Parnell	141784.0	22.0
165	Spider-Man: Far from Home	(2019)	Action, Adventure, Sci-Fi	7.5	Director: Jon Watts |      Stars: Tom Holland,  Samuel L. Jackson,  Jake Gyllenhaal,  Marisa Tomei	363012.0	129.0
166	Twin Peaks	(1990–1991)	Crime, Drama, Mystery	8.8	Stars: Kyle MacLachlan,  Michael Ontkean,  Mädchen Amick,  Dana Ashbrook	182173.0	47.0
167	The Mitchells vs the Machines	(2021)	Animation, Adventure, Comedy	7.7	Directors: Michael Rianda,  Jeff Rowe |      Stars: Abbi Jacobson,  Danny McBride,  Maya Rudolph,  Michael Rianda	69482.0	113.0
168	The Bold Type	(2017–2021)	Comedy, Drama	7.9	Stars: Katie Stevens,  Aisha Dee,  Meghann Fahy,  Melora Hardin	16183.0	45.0
169	Love, Death & Robots	(2019– )	Animation, Short, Comedy	8.5	Stars: Scott Whyte,  Nolan North,  Steven Pacey,  Emily O'Brien	120364.0	15.0
170	Hostage House	(2021)	Thriller	3.7	Director: David Benullo |      Stars: Jennifer Taylor,  Julia Terranova,  Emily Sweet,  Justin C. Schilling	315.0	85.0
171	The Hobbit: An Unexpected Journey	(2012)	Adventure, Fantasy	7.8	Director: Peter Jackson |      Stars: Martin Freeman,  Ian McKellen,  Richard Armitage,  Andy Serkis	774632.0	169.0
172	Clueless	(1995)	Comedy, Romance	6.8	Director: Amy Heckerling |      Stars: Alicia Silverstone,  Stacey Dash,  Brittany Murphy,  Paul Rudd	194461.0	97.0
173	Ray Donovan	(2013–2020)	Crime, Drama	8.3	Stars: Liev Schreiber,  Eddie Marsan,  Dash Mihok,  Pooch Hall	79618.0	60.0
174	Transformers: War for Cybertron	(2020–2021)	Animation, Action, Adventure	7.4	Stars: Jason Marnocha,  Frank Todaro,  Jake Foushee,  Bill Rogers	2923.0	30.0
175	Baywatch	(2017)	Action, Comedy, Crime	5.5	Director: Seth Gordon |      Stars: Dwayne Johnson,  Zac Efron,  Alexandra Daddario,  Priyanka Chopra Jonas	170844.0	116.0
176	Trollhunters	(2016–2018)	Animation, Action, Adventure	8.4	Stars: Charlie Saxton,  Lexi Medrano,  Anton Yelchin,  Kelsey Grammer	14759.0	23.0
178	Workin' Moms	(2017– )	Comedy	7.7	Stars: Catherine Reitman,  Dani Kind,  Juno Rinaldi,  Philip Sternberg	12896.0	30.0
179	The Devil All the Time	(2020)	Crime, Drama, Thriller	7.1	Director: Antonio Campos |      Stars: Tom Holland,  Bill Skarsgård,  Riley Keough,  Jason Clarke	108684.0	138.0
180	Broadchurch	(2013–2017)	Crime, Drama, Mystery	8.4	Stars: David Tennant,  Olivia Colman,  Jodie Whittaker,  Andrew Buchan	100611.0	48.0
181	Fast & Furious 7	(2015)	Action, Adventure, Thriller	7.1	Director: James Wan |      Stars: Vin Diesel,  Paul Walker,  Dwayne Johnson,  Jason Statham	371194.0	137.0
182	L.A.'s Finest	(2019–2020)	Action, Comedy, Crime	6.0	Stars: Jessica Alba,  Gabrielle Union,  Duane Martin,  Zach Gilford	5667.0	60.0
183	Good on Paper	(2021)	Comedy, Romance	5.6	Director: Kimmy Gatewood |      Stars: Iliza Shlesinger,  Britney Young,  Christopher Nicholas Smith,  Adam Lustick	8099.0	92.0
184	Iron Fist	(2017–2018)	Action, Adventure, Crime	6.5	Stars: Finn Jones,  Jessica Henwick,  Jessica Stroup,  Tom Pelphrey	118859.0	55.0
185	Too Hot to Handle	(2020– )	Game-Show, Reality-TV, Romance	4.6	Stars: Desiree Burch,  Marvin Anthony,  Chase de Moor,  Cam Holmes	10008.0	40.0
186	Haseen Dillruba	(2021)	Crime, Drama, Mystery	6.9	Director: Vinil Mathew |      Stars: Taapsee Pannu,  Vikrant Massey,  Harshvardhan Rane,  Aditya Srivastav	18149.0	135.0
187	Hannibal	(2013–2015)	Crime, Drama, Horror	8.5	Stars: Hugh Dancy,  Mads Mikkelsen,  Caroline Dhavernas,  Laurence Fishburne	236161.0	44.0
188	Longmire	(2012–2017)	Action, Crime, Drama	8.3	Stars: Robert Taylor,  Katee Sackhoff,  Lou Diamond Phillips,  Cassidy Freeman	30685.0	60.0
189	Sicario	(2015)	Action, Crime, Drama	7.6	Director: Denis Villeneuve |      Stars: Emily Blunt,  Josh Brolin,  Benicio Del Toro,  Jon Bernthal	387903.0	121.0
190	The Fall	(I) (2013–2016)	Crime, Drama, Thriller	8.1	Stars: Gillian Anderson,  Jamie Dornan,  John Lynch,  Aisling Franciosi	89590.0	60.0
191	The Irishman	(2019)	Biography, Crime, Drama	7.8	Director: Martin Scorsese |      Stars: Robert De Niro,  Al Pacino,  Joe Pesci,  Harvey Keitel	345455.0	209.0
192	Jujutsu Kaisen	(2020– )	Animation, Action, Adventure	8.7	Stars: Junya Enoki,  Adam McArthur,  Yûichi Nakamura,  Yuma Uchida	25386.0	24.0
193	The Lord of the Rings: The Return of the King	(2003)	Action, Adventure, Drama	8.9	Director: Peter Jackson |      Stars: Elijah Wood,  Viggo Mortensen,  Ian McKellen,  Orlando Bloom	1691777.0	201.0
194	Baby Driver	(2017)	Action, Crime, Drama	7.6	Director: Edgar Wright |      Stars: Ansel Elgort,  Jon Bernthal,  Jon Hamm,  Eiza González	468655.0	113.0
195	Dynasty	(2017– )	Drama	7.3	Stars: Elizabeth Gillies,  Rafael de la Fuente,  Robert Christopher Riley,  Sam Adegoke	16666.0	42.0
196	Spider-Man	(2002)	Action, Adventure, Sci-Fi	7.3	Director: Sam Raimi |      Stars: Tobey Maguire,  Kirsten Dunst,  Willem Dafoe,  James Franco	709684.0	121.0
197	Jumanji: The Next Level	(2019)	Action, Adventure, Comedy	6.7	Director: Jake Kasdan |      Stars: Dwayne Johnson,  Jack Black,  Kevin Hart,  Karen Gillan	205638.0	123.0
198	I Care a Lot	(2020)	Comedy, Crime, Thriller	6.3	Director: J Blakeson |      Stars: Rosamund Pike,  Peter Dinklage,  Eiza González,  Dianne Wiest	109059.0	118.0
199	Love and Monsters	(I) (2020)	Action, Adventure, Comedy	7.0	Director: Michael Matthews |      Stars: Dylan O'Brien,  Jessica Henwick,  Michael Rooker,  Dan Ewing	100693.0	109.0
200	Awake	(III) (2021)	Action, Adventure, Drama	4.8	Director: Mark Raso |      Stars: Gina Rodriguez,  Ariana Greenblatt,  Lucius Hoyos,  Shamier Anderson	16262.0	96.0
201	The Haunting of Hill House	(2018)	Drama, Horror, Mystery	8.6	Stars: Michiel Huisman,  Carla Gugino,  Henry Thomas,  Elizabeth Reaser	195117.0	572.0
202	Things Heard & Seen	(2021)	Drama, Horror, Mystery	5.3	Directors: Shari Springer Berman,  Robert Pulcini |      Stars: Amanda Seyfried,  James Norton,  Natalia Dyer,  Alex Neustaedter	24250.0	121.0
203	NCIS: Los Angeles	(2009– )	Action, Crime, Drama	6.7	Stars: Chris O'Donnell,  Daniela Ruah,  Barrett Foa,  LL Cool J	49943.0	43.0
204	Arrival	(II) (2016)	Drama, Sci-Fi	7.9	Director: Denis Villeneuve |      Stars: Amy Adams,  Jeremy Renner,  Forest Whitaker,  Michael Stuhlbarg	623912.0	116.0
205	Taxi Driver	(1976)	Crime, Drama	8.2	Director: Martin Scorsese |      Stars: Robert De Niro,  Jodie Foster,  Cybill Shepherd,  Albert Brooks	752553.0	114.0
206	Grease	(1978)	Musical, Romance	7.2	Director: Randal Kleiser |      Stars: John Travolta,  Olivia Newton-John,  Stockard Channing,  Jeff Conaway	250587.0	110.0
207	El inocente	(2021)	Crime, Drama, Mystery	7.9	Stars: Mario Casas,  Xavi Sáez,  Santi Pons,  Sam Feuer	19980.0	467.0
208	The Movies That Made Us	(2019– )	Documentary	7.8	Stars: Donald Ian Black,  Danny Wallace,  Jennifer Julian,  Frank Price	3653.0	45.0
209	Ragnarok	(2020– )	Action, Drama, Fantasy	7.5	Stars: David Stakston,  Jonas Strand Gravli,  Herman Tømmeraas,  Theresa Frostad Eggesbø	31200.0	45.0
210	The King	(I) (2019)	Biography, Drama, History	7.2	Director: David Michôd |      Stars: Tom Glynn-Carney,  Gábor Czap,  Tom Fisher,  Edward Ashley	97848.0	140.0
211	Ginny & Georgia	(2021– )	Comedy, Drama	7.5	Stars: Brianne Howey,  Antonia Gentry,  Diesel La Torraca,  Jennifer Robertson	35247.0	79.83280507131538
212	Jupiter's Legacy	(2021)	Action, Adventure, Drama	6.7	Stars: Josh Duhamel,  Ben Daniels,  Leslie Bibb,  Andrew Horton	31953.0	56.0
213	Designated Survivor	(2016–2019)	Action, Drama, Mystery	7.5	Stars: Kiefer Sutherland,  Adan Canto,  Italia Ricci,  Kal Penn	81326.0	60.0
214	Sing 2	(2021)	Animation, Adventure, Comedy	6.595237226277373	Director: Garth Jennings |      Stars: Matthew McConaughey,  Taron Egerton,  Tori Kelly,  Reese Witherspoon	21652.736861313868	79.83280507131538
215	White Collar	(2009–2014)	Comedy, Crime, Drama	8.2	Stars: Matt Bomer,  Tim DeKay,  Willie Garson,  Tiffani Thiessen	122230.0	40.0
216	The Dig	(2021)	Biography, Drama, History	7.1	Director: Simon Stone |      Stars: Carey Mulligan,  Ralph Fiennes,  Lily James,  Johnny Flynn	60598.0	112.0
217	Knives Out 2	(2022)	Comedy, Crime, Drama	6.595237226277373	Director: Rian Johnson |      Stars: Madelyn Cline,  Daniel Craig,  Dave Bautista,  Kathryn Hahn	21652.736861313868	79.83280507131538
218	Dirty John	(2018– )	Crime, Drama	7.2	Stars: Connie Britton,  Christian Slater,  Eric Bana,  Amanda Peet	18088.0	44.0
219	The Old Guard	(2020)	Action, Adventure, Fantasy	6.7	Director: Gina Prince-Bythewood |      Stars: Charlize Theron,  KiKi Layne,  Matthias Schoenaerts,  Marwan Kenzari	141605.0	125.0
220	Venom	(2018)	Action, Adventure, Sci-Fi	6.7	Director: Ruben Fleischer |      Stars: Tom Hardy,  Michelle Williams,  Riz Ahmed,  Scott Haze	390167.0	112.0
221	The Killing	(2011–2014)	Crime, Drama, Mystery	8.2	Stars: Mireille Enos,  Joel Kinnaman,  Billy Campbell,  Liam James	102312.0	45.0
222	Don't Look Up	(2021)	Comedy	6.595237226277373	Director: Adam McKay |      Stars: Timothée Chalamet,  Leonardo DiCaprio,  Jennifer Lawrence,  Cate Blanchett	21652.736861313868	145.0
223	Skins	(2007–2013)	Drama	8.2	Stars: Kaya Scodelario,  Nicholas Hoult,  Joe Dempsie,  Hannah Murray	77286.0	46.0
224	6 Underground	(2019)	Action, Thriller	6.1	Director: Michael Bay |      Stars: Ryan Reynolds,  Mélanie Laurent,  Manuel Garcia-Rulfo,  Ben Hardy	150455.0	128.0
225	The Fate of the Furious	(2017)	Action, Adventure, Crime	6.6	Director: F. Gary Gray |      Stars: Vin Diesel,  Jason Statham,  Dwayne Johnson,  Michelle Rodriguez	215795.0	136.0
226	Captain America: Civil War	(2016)	Action, Adventure, Sci-Fi	7.8	Directors: Anthony Russo,  Joe Russo |      Stars: Chris Evans,  Robert Downey Jr.,  Scarlett Johansson,  Sebastian Stan	697750.0	147.0
227	Rurôni Kenshin: Sai shûshô - The Beginning	(2021)	Action, Adventure, Drama	7.8	Director: Keishi Ohtomo |      Stars: Masanobu Andô,  Towa Araki,  Kasumi Arimura,  Kentez Asaka	1976.0	137.0
228	Death Note: Desu nôto	(2006–2007)	Animation, Crime, Drama	9.0	Stars: Mamoru Miyano,  Brad Swaile,  Vincent Tong,  Ryô Naitô	262556.0	24.0
229	Naruto	(2002–2007)	Animation, Action, Adventure	8.3	Stars: Junko Takeuchi,  Maile Flanagan,  Kate Higgins,  Chie Nakamura	79832.0	24.0
230	Black Sails	(2014–2017)	Adventure, Drama	8.2	Stars: Jessica Parker Kennedy,  Toby Stephens,  Hannah New,  Zach McGowan	96550.0	56.0
231	Run	(I) (2020)	Mystery, Thriller	6.7	Director: Aneesh Chaganty |      Stars: Sarah Paulson,  Kiera Allen,  Sara Sohn,  Pat Healy	55389.0	90.0
232	Orphan Black	(2013–2017)	Action, Drama, Sci-Fi	8.3	Stars: Tatiana Maslany,  Dylan Bruce,  Jordan Gavaris,  Kevin Hanchard	104501.0	44.0
233	Grimm	(2011–2017)	Crime, Drama, Fantasy	7.8	Stars: David Giuntoli,  Russell Hornsby,  Silas Weir Mitchell,  Sasha Roiz	111716.0	45.0
234	Luther	(2010–2019)	Crime, Drama, Mystery	8.4	Stars: Idris Elba,  Dermot Crowley,  Michael Smiley,  Warren Brown	125749.0	60.0
236	Red Notice	(2021)	Action, Comedy, Crime	6.595237226277373	Director: Rawson Marshall Thurber |      Stars: Dwayne Johnson,  Ryan Reynolds,  Gal Gadot,  Ritu Arya	21652.736861313868	79.83280507131538
237	Sen to Chihiro no kamikakushi	(2001)	Animation, Adventure, Family	8.6	Director: Hayao Miyazaki |      Stars: Daveigh Chase,  Suzanne Pleshette,  Miyu Irino,  Rumi Hiiragi	682809.0	125.0
238	Hotel Transylvania: Transformania	(2021)	Animation, Adventure, Comedy	6.595237226277373	Directors: Derek Drymon,  Jennifer Kluska |      Stars: Brian Hull,  Andy Samberg,  Selena Gomez,  Kathryn Hahn	21652.736861313868	79.83280507131538
239	Murdoch Mysteries	(2008– )	Crime, Drama, Mystery	8.1	Stars: Yannick Bisson,  Helene Joy,  Thomas Craig,  Jonny Harris	11437.0	48.0
240	Wish Dragon	(2021)	Animation, Adventure, Comedy	7.2	Director: Chris Appelhans |      Stars: Will Yun Lee,  Constance Wu,  Natasha Liu Bordizzo,  John Cho	15262.0	98.0
241	Resident Evil: Infinite Darkness	(2021– )	Animation, Action, Horror	5.8	Stars: Nick Apostolides,  Bill Butts,  Kellen Goff,  Stephanie Panisello	7128.0	26.0
242	Reign	(2013–2017)	Drama, Fantasy	7.5	Stars: Adelaide Kane,  Megan Follows,  Celina Sinden,  Torrance Coombs	45045.0	42.0
243	Elementary	(2012–2019)	Crime, Drama, Mystery	7.9	Stars: Jonny Lee Miller,  Lucy Liu,  Aidan Quinn,  Jon Michael Hill	103707.0	60.0
244	The Girl in the Spider's Web	(2018)	Action, Crime, Drama	6.1	Director: Fede Alvarez |      Stars: Claire Foy,  Beau Gadsdon,  Sverrir Gudnason,  LaKeith Stanfield	43896.0	115.0
245	Kong: Skull Island	(2017)	Action, Adventure, Fantasy	6.6	Director: Jordan Vogt-Roberts |      Stars: Tom Hiddleston,  Samuel L. Jackson,  Brie Larson,  John C. Reilly	294292.0	118.0
246	The Missing	(2014–2016)	Crime, Drama, Mystery	8.2	Stars: Tchéky Karyo,  Anastasia Hille,  David Morrissey,  Keeley Hawes	23317.0	60.0
248	Altered Carbon	(2018–2020)	Action, Drama, Sci-Fi	8.0	Stars: Chris Conner,  Renée Elise Goldsberry,  Dichen Lachman,  Will Yun Lee	149002.0	60.0
249	Enterprise	(2001–2005)	Action, Adventure, Drama	7.5	Stars: Scott Bakula,  John Billingsley,  Jolene Blalock,  Dominic Keating	48148.0	60.0
250	Black Clover	(2017–2021)	Animation, Action, Adventure	8.3	Stars: Dallas Reid,  Cris George,  Jill Harris,  Christopher Sabat	13218.0	24.0
251	Uncut Gems	(2019)	Crime, Drama, Thriller	7.4	Directors: Benny Safdie,  Josh Safdie |      Stars: Adam Sandler,  Julia Fox,  Idina Menzel,  Mesfin Lamengo	239770.0	135.0
252	American Crime Story	(2016– )	Biography, Crime, Drama	8.4	Stars: Sarah Paulson,  Annaleigh Ashford,  Sterling K. Brown,  Kenneth Choi	83137.0	42.0
253	Bloodline	(2015–2017)	Drama, Thriller	7.9	Stars: Kyle Chandler,  Ben Mendelsohn,  Linda Cardellini,  Sissy Spacek	46111.0	60.0
255	The Revenant	(2015)	Action, Adventure, Drama	8.0	Director: Alejandro G. Iñárritu |      Stars: Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson	732244.0	156.0
256	Z Nation	(2014–2018)	Action, Comedy, Drama	6.7	Stars: Russell Hodgkinson,  Nat Zang,  Keith Allan,  Kellita Smith	34226.0	44.0
257	Polar	(I) (2019)	Action, Crime, Drama	6.3	Director: Jonas Åkerlund |      Stars: Mads Mikkelsen,  Vanessa Hudgens,  Katheryn Winnick,  Fei Ren	80553.0	118.0
258	Kim's Convenience	(2016–2021)	Comedy	8.2	Stars: Paul Sun-Hyung Lee,  Jean Yoon,  Andrea Bang,  Simu Liu	12443.0	22.0
259	Grace and Frankie	(2015–2021)	Comedy	8.3	Stars: Jane Fonda,  Lily Tomlin,  Sam Waterston,  Martin Sheen	41520.0	30.0
260	The Lord of the Rings: The Two Towers	(2002)	Action, Adventure, Drama	8.7	Director: Peter Jackson |      Stars: Elijah Wood,  Ian McKellen,  Viggo Mortensen,  Orlando Bloom	1529752.0	179.0
261	Love Is Blind	(2020– )	Reality-TV, Romance	6.1	Stars: Heather Ashley Chase,  Nick Lachey,  Vanessa Lachey,  Kenny Barnes	5342.0	48.0
262	Legally Blonde	(2001)	Comedy, Romance	6.3	Director: Robert Luketic |      Stars: Reese Witherspoon,  Luke Wilson,  Selma Blair,  Matthew Davis	195752.0	96.0
263	Jessica Jones	(2015–2019)	Action, Crime, Drama	7.9	Stars: Krysten Ritter,  Rachael Taylor,  Eka Darville,  Carrie-Anne Moss	198056.0	56.0
264	Rust Creek	(2018)	Crime, Drama, Thriller	5.9	Director: Jen McGowan |      Stars: Hermione Corfield,  Jay Paulson,  Sean O'Bryan,  Micah Hauptman	9263.0	108.0
265	American Vandal	(2017–2018)	Comedy, Crime, Drama	8.2	Stars: Tyler Alvarez,  Griffin Gluck,  Jimmy Tatro,  Travis Tope	28093.0	34.0
266	Cheers	(1982–1993)	Comedy, Drama	7.9	Stars: Ted Danson,  Rhea Perlman,  John Ratzenberger,  George Wendt	49886.0	22.0
267	Ocean's Eight	(2018)	Action, Comedy, Crime	6.3	Director: Gary Ross |      Stars: Sandra Bullock,  Cate Blanchett,  Anne Hathaway,  Mindy Kaling	197909.0	110.0
268	America: The Motion Picture	(2021)	Animation, Action, Adventure	5.7	Director: Matt Thompson |      Stars: Channing Tatum,  Jason Mantzoukas,  Olivia Munn,  Bobby Moynihan	4485.0	98.0
269	That '70s Show	(1998– )	Comedy, Romance	8.0	Stars: Topher Grace,  Laura Prepon,  Mila Kunis,  Danny Masterson	157990.0	22.0
270	Below Deck Mediterranean	(2016– )	Reality-TV	7.3	Stars: Hannah Ferrier,  Sandy Yawn,  Malia White,  João Franco	1327.0	43.0
271	Pirates of the Caribbean: Dead Men Tell No Tales	(2017)	Action, Adventure, Fantasy	6.5	Directors: Joachim Rønning,  Espen Sandberg |      Stars: Johnny Depp,  Geoffrey Rush,  Javier Bardem,  Orlando Bloom	276173.0	129.0
272	Sense8	(2015–2018)	Drama, Mystery, Sci-Fi	8.3	Stars: Bae Doona,  Jamie Clayton,  Tina Desai,  Tuppence Middleton	144032.0	60.0
273	How to Become a Tyrant	(2021– )	Documentary, Biography, History	7.4	Stars: Peter Dinklage,  Bruce Bueno de Mesquita,  Waller Newell,  Ruth Ben-Ghiat	3700.0	79.83280507131538
274	Dead to Me	(2019– )	Comedy, Crime, Drama	8.0	Stars: Christina Applegate,  Linda Cardellini,  Sam McCarthy,  Luke Roessler	61944.0	30.0
275	Narcos: México	(2018– )	Crime, Drama	8.4	Stars: Scoot McNairy,  Diego Luna,  José María Yazpik,  Fermín Martínez	64838.0	50.0
276	2001: A Space Odyssey	(1968)	Adventure, Sci-Fi	8.3	Director: Stanley Kubrick |      Stars: Keir Dullea,  Gary Lockwood,  William Sylvester,  Daniel Richter	622998.0	149.0
277	Adventure Time	(2010–2018)	Animation, Action, Adventure	8.6	Stars: John DiMaggio,  Jeremy Shada,  Tom Kenny,  Hynden Walch	81525.0	11.0
278	Nanatsu no taizai	(2014–2021)	Animation, Action, Adventure	8.0	Stars: Bryce Papenbrook,  Erika Harlacher,  Max Mittelman,  Cristina Valenzuela	26282.0	24.0
279	My Unorthodox Life	(2021– )	Reality-TV	5.1	Stars: David Green,  Batsheva Haart	742.0	79.83280507131538
280	Slasher	(2016– )	Crime, Drama, Horror	6.7	Stars: Paula Brancati,  Dean McDermott,  Joanne Vannicola,  Christopher Jacot	12031.0	60.0
281	Anne	(2017–2019)	Drama, Family	8.7	Stars: Amybeth McNulty,  Geraldine James,  R.H. Thomson,  Dalila Bela	43433.0	60.0
282	The Tudors	(2007–2010)	Drama, History, Romance	8.1	Stars: Jonathan Rhys Meyers,  Henry Cavill,  Anthony Brophy,  James Frain	70514.0	60.0
283	Batman v Superman: Dawn of Justice	(2016)	Action, Adventure, Sci-Fi	6.4	Director: Zack Snyder |      Stars: Ben Affleck,  Henry Cavill,  Amy Adams,  Jesse Eisenberg	657423.0	152.0
284	Pose	(2018–2021)	Drama	8.6	Stars: Michaela Jaé (MJ) Rodriguez,  Dominique Jackson,  Indya Moore,  Angel Bismark Curiel	23179.0	60.0
285	Cider no yô ni kotoba ga wakiagaru	(2020)	Animation, Drama, Romance	7.0	Director: Kyohei Ishiguro |      Stars: Somegorô Ichikawa,  Hana Sugisaki,  Kimberley Wong,  Victoria Grace	941.0	87.0
286	News of the World	(2020)	Action, Adventure, Drama	6.8	Director: Paul Greengrass |      Stars: Tom Hanks,  Helena Zengel,  Tom Astor,  Travis Johnson	69037.0	118.0
287	Mother!	(2017)	Drama, Horror, Mystery	6.6	Director: Darren Aronofsky |      Stars: Jennifer Lawrence,  Javier Bardem,  Ed Harris,  Michelle Pfeiffer	201141.0	121.0
288	Emily in Paris	(2020– )	Comedy, Drama, Romance	7.0	Stars: Lily Collins,  Philippine Leroy-Beaulieu,  Ashley Park,  Lucas Bravo	55757.0	30.0
289	National Lampoon's Animal House	(1978)	Comedy	7.5	Director: John Landis |      Stars: John Belushi,  Karen Allen,  Tom Hulce,  Stephen Furst	115289.0	109.0
290	The Affair	(2014–2019)	Drama	7.9	Stars: Dominic West,  Ruth Wilson,  Maura Tierney,  Julia Goldani Telles	42129.0	60.0
291	Honest Thief	(2020)	Action, Crime, Drama	6.0	Director: Mark Williams |      Stars: Liam Neeson,  Kate Walsh,  Jai Courtney,  Jeffrey Donovan	40186.0	99.0
292	The End of the F***ing World	(2017–2019)	Adventure, Comedy, Crime	8.1	Stars: Jessica Barden,  Alex Lawther,  Steve Oram,  Christine Bottomley	157802.0	25.0
293	Midnight in Paris	(2011)	Comedy, Fantasy, Romance	7.7	Director: Woody Allen |      Stars: Owen Wilson,  Rachel McAdams,  Kathy Bates,  Kurt Fuller	399157.0	94.0
294	Lost in Space	(2018– )	Adventure, Drama, Family	7.3	Stars: Maxwell Jenkins,  Molly Parker,  Toby Stephens,  Taylor Russell	76255.0	60.0
295	Wentworth	(2013–2021)	Crime, Drama	8.6	Stars: Kate Atkinson,  Katrina Milosevic,  Robbie Magasiva,  Jacqueline Brennan	18080.0	45.0
296	After Life	(2019– )	Comedy, Drama	8.4	Stars: Ricky Gervais,  Tom Basden,  Tony Way,  Diane Morgan	91972.0	30.0
297	The Fresh Prince of Bel-Air	(1990–1996)	Comedy	7.9	Stars: Will Smith,  James Avery,  Alfonso Ribeiro,  Tatyana Ali	125167.0	22.0
298	Kill Bill: Vol. 2	(2004)	Action, Crime, Thriller	8.0	Director: Quentin Tarantino |      Stars: Uma Thurman,  David Carradine,  Michael Madsen,  Daryl Hannah	706053.0	137.0
299	Bates Motel	(2013–2017)	Drama, Horror, Mystery	8.1	Stars: Vera Farmiga,  Freddie Highmore,  Max Thieriot,  Nicola Peltz	100394.0	45.0
300	Moneyball	(2011)	Biography, Drama, Sport	7.6	Director: Bennett Miller |      Stars: Brad Pitt,  Robin Wright,  Jonah Hill,  Philip Seymour Hoffman	386263.0	133.0
301	Behind Her Eyes	(2021)	Drama, Mystery, Thriller	7.2	Stars: Simona Brown,  Eve Hewson,  Tom Bateman,  Robert Aramayo	47174.0	298.0
302	Biohackers	(2020– )	Drama, Sci-Fi, Thriller	6.8	Stars: Luna Wedler,  Jessica Schwarz,  Adrian Julius Tillmann,  Caro Cult	7563.0	44.0
303	Extraction	(2020)	Action, Thriller	6.7	Director: Sam Hargrave |      Stars: Chris Hemsworth,  Bryon Lerum,  Ryder Lerum,  Rudhraksh Jaiswal	174406.0	116.0
